year,fips,county,state,urban,copd_edv,copd_hos,copd_pre,copd_prs,copd_pqi,asth_pre,toba_pre,copd_apc
2012-2014,1079,Lawrence County,ALABAMA,1,-9.523809523809524,-47.368421052631575,-2,0,-42.6405325443787,0,-1,-9.420751113940165
2012-2014,1081,Lee County,ALABAMA,1,-4.45632798573975,-14.285714285714285,0,0,-18.311195445920305,1,0,-7.6502732240437155
2012-2014,1083,Limestone County,ALABAMA,1,4.143646408839779,-10.526315789473685,0,0,-6.149401568303755,0,0,-1.9300991131977046
2012-2014,1085,Lowndes County,ALABAMA,1,2.8315946348733236,14.285714285714285,0,0,20.198675496688743,1,2,89.06926406926407
2012-2014,1087,Macon County,ALABAMA,0,-5.132192846034215,-14.285714285714285,0,0,42.74809160305343,1,0,1.9520851818988465
2012-2014,1089,Madison County,ALABAMA,1,-2.909647779479326,-10,-1,0,-8,1,1,-9.282178217821782
2012-2014,1091,Marengo County,ALABAMA,0,2.138157894736842,10,2,1,-7.1026722925457095,0,3,-0.13956734124214934
2012-2014,1093,Marion County,ALABAMA,0,-6.367924528301886,-32.14285714285714,0,1,-32.355555555555554,0,0,-12.419354838709676
2012-2014,1095,Marshall County,ALABAMA,0,-7.007125890736342,-7.692307692307692,1,-1,-0.5763688760806917,0,1,1.5460295151089247
2012-2014,1097,Mobile County,ALABAMA,1,-2.604166666666667,0,-1,0,-3.017241379310345,1,1,-6.329113924050633
2012-2014,1099,Monroe County,ALABAMA,0,4.390243902439025,27.272727272727273,1,0,78.64945382323734,0,0,3.5042180402336145
2012-2014,1101,Montgomery County,ALABAMA,1,-0.7987220447284346,-22.22222222222222,0,0,-17.45635910224439,0,0,-18.815104166666668
2012-2014,1103,Morgan County,ALABAMA,1,-11.486486486486486,-15.384615384615383,0,0,-7.567229518449031,0,1,-3.761348897535668
2012-2014,1105,Perry County,ALABAMA,0,2.479338842975207,-22.22222222222222,2,0,-0.14814814814814814,1,2,-25.44843049327354
2012-2014,1107,Pickens County,ALABAMA,0,-5.08646998982706,0,-1,-1,-4.963747908533184,0,0,-3.7735849056603774
2012-2014,1109,Pike County,ALABAMA,0,-0.517464424320828,-14.285714285714285,1,0,-17.672209026128264,1,1,4.192229038854806
2012-2014,1111,Randolph County,ALABAMA,0,-1.6238159675236807,-16.666666666666668,0,-1,-14.43442054129077,1,2,-13.77752682100508
2012-2014,1113,Russell County,ALABAMA,1,3.5087719298245617,-20,-1,0,-11.48036253776435,0,1,-0.45103092783505155
2012-2014,1115,St. Clair County,ALABAMA,1,-7.34375,0,1,0,-14.007782101167315,1,0,-15.942028985507246
2012-2014,1117,Shelby County,ALABAMA,1,-8.75,-42.857142857142854,0,0,-56.56008820286659,1,-1,-6.827309236947792
2012-2014,1119,Sumter County,ALABAMA,0,-2.6755852842809364,0,0,0,-13.175675675675675,0,-1,-38.9278876834716
2012-2014,1121,Talladega County,ALABAMA,0,-2.8255528255528253,-53.84615384615385,0,0,-55.65179731485492,-1,1,-8.431044109436069
2012-2014,1123,Tallapoosa County,ALABAMA,0,-9.715639810426541,-27.272727272727273,-1,0,-44.47592067988669,0,0,-0.23529411764705882
2012-2014,1125,Tuscaloosa County,ALABAMA,1,-6.572164948453608,-21.428571428571427,0,0,-10.290614578370654,0,1,-4.990642545227698
2012-2014,1127,Walker County,ALABAMA,1,-0.31746031746031744,-57.14285714285714,-1,0,-60.48462255358807,-1,0,-8.549404344779257
2012-2014,1129,Washington County,ALABAMA,0,-10.703812316715542,25,-1,0,38.42821782178218,0,0,6.802721088435375
2012-2014,1131,Wilcox County,ALABAMA,0,4.850746268656717,-55.55555555555556,-1,0,-16.736842105263158,0,0,-21.902524955960068
2012-2014,1133,Winston County,ALABAMA,0,3.7209302325581395,-46.34146341463415,1,2,-44.58740017746229,0,5,-26.395300041963914
2012-2014,2020,Anchorage Municipality,ALASKA,1,-4.390243902439024,-33.333333333333336,-1,0,-31.05320304017372,0,0,-2.8758169934640523
2012-2014,2050,Bethel Census Area,ALASKA,0,35.71428571428571,40,1,0,118.59582542694498,0,-1,-38.5695764909248
2012-2014,2060,Bristol Bay Borough,ALASKA,0,-24.81060606060606,-100,0,0,-100,-1,2,-45.1436388508892
2012-2014,2070,Dillingham Census Area,ALASKA,0,-13.235294117647058,-25,0,0,32.25308641975308,2,1,48.67424242424242
2012-2014,2090,Fairbanks North Star Borough,ALASKA,1,-6.859756097560976,-25,0,0,-27.220077220077222,0,1,0.5380476556495004
2012-2014,2100,Haines Borough,ALASKA,0,32.70142180094787,0,0,0,0,0,-1,102.08044382801664
2012-2014,2110,Juneau City and Borough,ALASKA,0,-1.870748299319728,-33.333333333333336,-2,0,-6.728538283062646,-1,-2,22.63914946841776
2012-2014,2130,Ketchikan Gateway Borough,ALASKA,0,0.5277044854881267,0,-1,0,22.20795892169448,1,0,-2.0137299771167045
2012-2014,2150,Kodiak Island Borough,ALASKA,0,-12.362030905077262,-54.54545454545455,0,0,-33.333333333333336,0,-2,-12.311780336581046
2012-2014,2170,Matanuska-Susitna Borough,ALASKA,1,-2.0072992700729926,-12.5,0,0,-11.573236889692586,0,0,0.800640512409928
2012-2014,2180,Nome Census Area,ALASKA,0,23.28125,-20,3,0,-12.921089063221041,2,2,-46.92403486924035
2012-2014,2220,Sitka City and Borough,ALASKA,0,-8.847736625514402,-22.22222222222222,-3,0,-44.00311526479751,0,1,-23.042100497962878
2012-2014,2230,Skagway Municipality,ALASKA,0,8.064516129032258,100,1,0,100,0,0,72.74497079818299
2012-2014,2240,Southeast Fairbanks Census Area,ALASKA,0,14.939024390243903,12.5,2,1,61.07011070110701,-4,1,31.789802289282
2012-2014,2270,Wade Hampton Census Area,ALASKA,0,81.81818181818181,100,-1,0,155.9201141226819,-1,0,7.632556568726781
2012-2014,2290,Yukon-Koyukuk Census Area,ALASKA,0,2.722772277227723,0,0,0,100,0,1,36.84701492537313
2012-2014,4001,Apache County,ARIZONA,0,-2.5,-40,-1,0,-31.38138138138138,1,1,44.83720930232558
2012-2014,4003,Cochise County,ARIZONA,0,1.981981981981982,0,-1,1,-17.553688141923434,0,0,-5.377094972067039
2012-2014,4005,Coconino County,ARIZONA,1,1.0940919037199124,0,0,0,-7.6749435665914225,1,1,-5.7190449750138805
2012-2014,4007,Gila County,ARIZONA,0,-6.106870229007634,0,-1,0,-25.541795665634677,-2,-1,6.101895734597157
2012-2014,4009,Graham County,ARIZONA,0,-6.164383561643835,40,0,0,-0.8298755186721991,0,-1,50.52179251074279
2012-2014,4011,Greenlee County,ARIZONA,0,-11.5234375,0,0,0,13.541666666666668,-1,0,12.128869235628553
2012-2014,4012,La Paz County,ARIZONA,0,8.31918505942275,16.666666666666668,-1,0,0.8177570093457943,1,0,31.43544506816359
2012-2014,4013,Maricopa County,ARIZONA,1,-3.3568904593639575,-33.333333333333336,0,0,-25.362318840579707,0,0,-14.079670329670328
2012-2014,4015,Mohave County,ARIZONA,1,-2.56797583081571,-7.692307692307692,0,-1,-17.313812858052195,0,0,0.6598240469208211
2012-2014,4017,Navajo County,ARIZONA,0,-1.1286681715575622,-20,0,0,-30.179445350734095,0,0,2.297200287150036
2012-2014,4019,Pima County,ARIZONA,1,-3.1446540880503147,-20,-1,0,-19.575856443719413,0,0,-15.56217423678332
2012-2014,4021,Pinal County,ARIZONA,1,2.7914614121510675,-22.22222222222222,0,0,-25.04424778761062,1,0,-2.8887523048555623
2012-2014,4023,Santa Cruz County,ARIZONA,0,6.7934782608695645,-100,0,0,-75.08196721311477,0,1,-18.46901579586877
2012-2014,4025,Yavapai County,ARIZONA,1,-5.967450271247739,-20,0,0,-12.121212121212121,0,0,3.924221921515562
2012-2014,4027,Yuma County,ARIZONA,1,0,-33.333333333333336,-1,-1,-32.19298245614035,0,0,-7.994486560992419
2012-2014,5001,Arkansas County,ARKANSAS,0,1.7080745341614907,-23.80952380952381,0,0,-20.592538405267007,0,1,-3.3643204957945994
2012-2014,5003,Ashley County,ARKANSAS,0,1.3910355486862442,55.55555555555556,1,0,0.5761843790012804,-1,2,12.278558338423945
2012-2014,5005,Baxter County,ARKANSAS,0,-12.211221122112212,-36.36363636363637,-1,1,-37.125748502994014,1,1,2.5451559934318557
2012-2014,5007,Benton County,ARKANSAS,1,3.104575163398693,-14.285714285714285,0,0,-7.007125890736342,0,0,-7.065948855989233
2012-2014,5009,Boone County,ARKANSAS,0,1.1475409836065575,-45.45454545454545,0,1,-46.16949152542373,0,2,-18.858733472512178
2012-2014,5011,Bradley County,ARKANSAS,0,-6.177156177156177,-36.8421052631579,-1,-1,-9.373408048904738,0,3,14.865637507146943
2012-2014,5013,Calhoun County,ARKANSAS,0,-4.273504273504273,-23.076923076923077,-2,0,-21.568627450980394,0,-1,59.09090909090909
2012-2014,5015,Carroll County,ARKANSAS,0,-2.2222222222222223,-33.333333333333336,0,0,-12.576312576312578,0,0,-18.28793774319066
2012-2014,5017,Chicot County,ARKANSAS,0,7.82122905027933,-35.29411764705882,0,0,-16.62210338680927,1,4,-38.246191848497325
2012-2014,5019,Clark County,ARKANSAS,0,-4.470938897168406,0,-1,0,20.804195804195807,0,0,15.812274368231048
2012-2014,5021,Clay County,ARKANSAS,0,6.645056726094003,21.428571428571427,1,0,17.4251497005988,1,2,6.227883934890304
2012-2014,5023,Cleburne County,ARKANSAS,0,2.6690391459074734,12.5,-1,0,21.940463065049613,0,0,1.1585807385952207
2012-2014,5025,Cleveland County,ARKANSAS,1,2.626970227670753,0,-2,0,7.172995780590717,1,2,63.87665198237886
2012-2014,5027,Columbia County,ARKANSAS,0,-7.660167130919221,0,0,0,-11.3218070273285,-1,1,-2.5641025641025643
2012-2014,5029,Conway County,ARKANSAS,0,10.465116279069768,-22.22222222222222,0,-1,-32.5697924123121,-1,2,-17.46905089408528
2012-2014,5031,Craighead County,ARKANSAS,1,7.122905027932961,18.181818181818183,1,1,27.62390670553936,0,0,10.279765777488615
2012-2014,5033,Crawford County,ARKANSAS,1,1.6034985422740524,-25,0,0,-32.072072072072075,0,1,-1.441753171856978
2012-2014,5035,Crittenden County,ARKANSAS,1,-8.259212198221093,-58.333333333333336,-2,0,-44.37615242778119,-1,0,-6.2664560294892055
2012-2014,5037,Cross County,ARKANSAS,0,6.146926536731634,12.5,-2,0,11.417697431018079,0,0,28.64321608040201
2012-2014,5039,Dallas County,ARKANSAS,0,-1.9908116385911179,33.333333333333336,-4,0,95.25065963060686,-1,2,87.13375796178345
2012-2014,5041,Desha County,ARKANSAS,0,4.182509505703422,-26.666666666666668,-1,0,3.66412213740458,0,2,22.96839729119639
2012-2014,5043,Drew County,ARKANSAS,0,-0.9247027741083222,46.66666666666667,-1,0,80.93806374022851,0,2,24.770173646578144
2012-2014,5045,Faulkner County,ARKANSAS,1,-2.5041736227045073,-28.57142857142857,1,0,-36.25615763546798,0,2,-7.198612315698179
2012-2014,5047,Franklin County,ARKANSAS,1,9.469153515064562,-27.272727272727273,2,1,-38.4272997032641,0,3,1.8941868060091442
2012-2014,5049,Fulton County,ARKANSAS,0,16.803953871499175,12.5,0,0,-8.91891891891892,1,2,7.040328092959672
2012-2014,5051,Garland County,ARKANSAS,1,4.129263913824057,-14.285714285714285,0,1,-15.960912052117262,0,0,7.011572498298162
2012-2014,5053,Grant County,ARKANSAS,1,3.6842105263157894,25,-1,0,7.899571341090019,1,1,-16.227544910179642
2012-2014,5055,Greene County,ARKANSAS,0,1.8387553041018387,-20,1,1,-32.51329787234043,0,3,-7.044025157232705
2012-2014,5057,Hempstead County,ARKANSAS,0,10.93525179856115,45.45454545454545,0,0,14.655172413793105,0,1,41.367159971811134
2012-2014,5059,Hot Spring County,ARKANSAS,0,-2.316602316602317,-11.11111111111111,0,0,-11.577684463107378,0,1,6.671721000758151
2012-2014,5061,Howard County,ARKANSAS,0,1.07095046854083,-14.285714285714285,0,0,-17.39980449657869,0,1,44.311377245508986
2012-2014,5063,Independence County,ARKANSAS,0,-6.641604010025063,41.66666666666667,0,-2,39.47214076246334,0,2,34.208707671043534
2012-2014,5065,Izard County,ARKANSAS,0,-1.2121212121212122,0,0,0,-4.700352526439483,0,2,-0.7739082365948038
2012-2014,5067,Jackson County,ARKANSAS,0,-5.987394957983193,15.384615384615383,1,0,16.118769883351007,0,2,15.646651270207851
2012-2014,5069,Jefferson County,ARKANSAS,1,-2.28898426323319,-37.5,0,0,-19.688269073010666,0,2,-6.6105769230769225
2012-2014,5071,Johnson County,ARKANSAS,0,8.84450784593438,20,-1,1,-16.93548387096774,0,3,20.228384991843395
2012-2014,5073,Lafayette County,ARKANSAS,0,2.318840579710145,133.33333333333334,1,0,75.87373167981963,2,1,30.787589498806682
2012-2014,5075,Lawrence County,ARKANSAS,0,0,-28.571428571428573,0,1,-35.57072430792567,0,1,-6.8596601636249215
2012-2014,5077,Lee County,ARKANSAS,0,-14.37578814627995,-58.8235294117647,0,0,-62.73659305993691,0,1,-31.03629668595476
2012-2014,5079,Lincoln County,ARKANSAS,1,1.106500691562932,-50,2,0,-53.46306068601583,0,2,-14.106019766397123
2012-2014,5081,Little River County,ARKANSAS,0,2.244668911335578,9.090909090909092,2,0,-18.05635422656699,-1,3,0.8291873963515755
2012-2014,5083,Logan County,ARKANSAS,0,0.517464424320828,55.55555555555556,1,0,72.8476821192053,0,2,33.47427766032418
2012-2014,5085,Lonoke County,ARKANSAS,1,-3.1456953642384105,-45.45454545454545,-1,0,-55.50688360450563,0,0,-18.290258449304176
2012-2014,5087,Madison County,ARKANSAS,1,4.3737574552683895,0,2,0,-16.31644004944376,0,0,-2.701005025125628
2012-2014,5089,Marion County,ARKANSAS,0,1.098901098901099,-30,1,1,-24.730290456431533,1,2,2.0186335403726705
2012-2014,5091,Miller County,ARKANSAS,1,3.8798498122653315,-7.692307692307692,1,0,-11.147011308562197,1,1,7.2974644403215825
2012-2014,5093,Mississippi County,ARKANSAS,0,-1.979045401629802,13.333333333333334,0,2,14.74440219687368,0,1,2.860411899313501
2012-2014,5095,Monroe County,ARKANSAS,0,-3.3123028391167195,-53.84615384615385,-1,0,-43.99345335515548,0,0,-18.16700610997963
2012-2014,5097,Montgomery County,ARKANSAS,0,0.20964360587002098,33.333333333333336,1,0,17.5990675990676,1,2,16.37795275590551
2012-2014,5099,Nevada County,ARKANSAS,0,1.669449081803005,-36.36363636363637,-1,0,-24.680073126142595,-1,-1,-19.22110552763819
2012-2014,5101,Newton County,ARKANSAS,0,12.200435729847495,-76.92307692307692,-1,0,-68.97708216880939,0,0,-48.655913978494624
2012-2014,5103,Ouachita County,ARKANSAS,0,11.627906976744187,-20,-1,0,-25.54697554697555,1,1,-1.951779563719862
2012-2014,5105,Perry County,ARKANSAS,1,0,150,0,-1,141.96531791907515,0,4,51.55979202772964
2012-2014,5107,Phillips County,ARKANSAS,0,2.8089887640449436,-5.88235294117647,-2,0,-17.456700091157703,1,1,-8.083832335329342
2012-2014,5109,Pike County,ARKANSAS,0,-4.72972972972973,-12.5,1,0,-17.793594306049823,1,0,16.204379562043798
2012-2014,5111,Poinsett County,ARKANSAS,1,0.922266139657444,-18.75,0,1,-12.738214643931794,0,0,8.025776215582894
2012-2014,5113,Polk County,ARKANSAS,0,-12.680115273775215,-16.666666666666668,-1,1,-22.104799647732275,0,0,21.743341404358354
2012-2014,5115,Pope County,ARKANSAS,0,-2.232142857142857,9.090909090909092,1,0,-32.06330597889801,0,1,6.024844720496894
2012-2014,5117,Prairie County,ARKANSAS,0,2.2222222222222223,-23.076923076923077,-2,0,-10.59233449477352,-1,1,18.038654259126698
2012-2014,5119,Pulaski County,ARKANSAS,1,-1.3761467889908257,-25,0,0,-24.00370713623726,0,1,-7.875722543352601
2012-2014,5121,Randolph County,ARKANSAS,0,8.415841584158416,100,1,1,78.08383233532935,1,2,56.90978886756238
2012-2014,5123,St. Francis County,ARKANSAS,0,-2.9447852760736195,-9.090909090909092,0,0,-25.302472382956335,0,0,14.15270018621974
2012-2014,5125,Saline County,ARKANSAS,1,0,-25,0,0,-35.24804177545692,-1,1,-4.705882352941177
2012-2014,5127,Scott County,ARKANSAS,0,-6.777645659928656,33.333333333333336,0,0,1.640926640926641,1,1,14.767255216693417
2012-2014,5129,Searcy County,ARKANSAS,0,-1.9677996422182469,60,1,0,35.84415584415584,0,2,5.813953488372093
2012-2014,5131,Sebastian County,ARKANSAS,1,7.703488372093023,-11.11111111111111,0,0,-6.893880712625871,0,0,-1.8708509354254677
2012-2014,5133,Sevier County,ARKANSAS,0,11.502029769959405,-41.66666666666667,-1,-1,-42.44581041734067,1,0,7.761327949753253
2012-2014,5135,Sharp County,ARKANSAS,0,12.413793103448276,-7.142857142857142,2,0,-10.830769230769231,0,2,-11.696522655426765
2012-2014,5137,Stone County,ARKANSAS,0,-7.702702702702703,4.761904761904762,-1,0,5.729771583430121,0,1,7.414359455654623
2012-2014,5139,Union County,ARKANSAS,0,-0.32894736842105265,-22.22222222222222,1,-1,-32.29719484457923,0,0,-1.092896174863388
2012-2014,5141,Van Buren County,ARKANSAS,0,-2.69814502529511,11.11111111111111,1,0,46.380090497737555,0,0,4.090909090909091
2012-2014,5143,Washington County,ARKANSAS,1,-1.875,-20,0,0,-22.248062015503876,0,0,-9.20314253647587
2012-2014,5145,White County,ARKANSAS,0,0.13850415512465375,8.333333333333334,0,0,-3.6814425244177307,0,0,18.35966892400301
2012-2014,5147,Woodruff County,ARKANSAS,0,14.119359534206696,20,0,0,-5.798355690177413,1,0,65.88502269288956
2012-2014,5149,Yell County,ARKANSAS,0,8.120300751879698,-3.846153846153846,0,0,27.027027027027028,0,2,12.958843159065628
2012-2014,6003,Alpine County,CALIFORNIA,0,17.42808798646362,0,0,-2,0,0,0,2.373247033441208
2012-2014,6007,Butte County,CALIFORNIA,1,-0.7407407407407407,-50,-1,0,-39.1238670694864,0,0,18.541854185418543
2012-2014,6009,Calaveras County,CALIFORNIA,0,5.8350100603621735,-33.333333333333336,0,0,-47.31585518102372,0,1,-18.574366004112406
2012-2014,6011,Colusa County,CALIFORNIA,0,2.0537124802527646,60,0,0,29.872204472843453,0,0,-17.871222076215506
2012-2014,6013,Contra Costa County,CALIFORNIA,1,-0.7923930269413629,-33.333333333333336,0,0,-28.656361474435197,1,1,47.082334132693845
2012-2014,6015,Del Norte County,CALIFORNIA,0,-1.2941176470588236,-50,-2,0,-38.775510204081634,0,1,-20.83124687030546
2012-2014,6017,El Dorado County,CALIFORNIA,1,1.4209591474245116,-33.333333333333336,0,0,-23.97163120567376,0,-2,-13.28125
2012-2014,6019,Fresno County,CALIFORNIA,1,-1.3722126929674099,-33.333333333333336,-1,0,-15.74307304785894,0,0,-2.2018348623853212
2012-2014,6021,Glenn County,CALIFORNIA,0,6.3311688311688314,18.181818181818183,0,0,2.296450939457203,0,1,-13.800424628450106
2012-2014,6023,Humboldt County,CALIFORNIA,0,-9.049773755656108,-20,-1,0,-15.83710407239819,0,1,5.223004694835681
2012-2014,6025,Imperial County,CALIFORNIA,1,4.353393085787452,-33.333333333333336,0,0,-39.68421052631579,0,0,-9.694258016405668
2012-2014,6027,Inyo County,CALIFORNIA,0,-15.453194650817235,0,-1,0,-33.081570996978854,1,1,-31.47321428571429
2012-2014,6029,Kern County,CALIFORNIA,1,1.199400299850075,-20,-2,0,-22.615287428932408,-1,2,-2.863961813842482
2012-2014,6031,Kings County,CALIFORNIA,1,-9.673366834170855,-12.5,-1,0,-18.549511854951184,0,1,-4.22979797979798
2012-2014,6033,Lake County,CALIFORNIA,0,5.38243626062323,-37.5,0,0,-42.028985507246375,-1,1,4.2164441321152495
2012-2014,6035,Lassen County,CALIFORNIA,0,9.850746268656716,-20,-1,0,-11.570247933884298,1,2,-30.643203883495143
2012-2014,6037,Los Angeles County,CALIFORNIA,1,-4.886561954624781,-28.57142857142857,-1,0,-10.656620021528527,1,0,21.366995073891626
2012-2014,6039,Madera County,CALIFORNIA,1,-7.228915662650603,-11.11111111111111,0,1,8.274894810659188,0,0,-3.97456279809221
2012-2014,6041,Marin County,CALIFORNIA,1,-2.208835341365462,-33.333333333333336,-1,0,-16.81159420289855,1,0,-4.022627278441232
2012-2014,6043,Mariposa County,CALIFORNIA,0,-1.2658227848101264,0,-1,0,52.67857142857142,0,0,9.803921568627452
2012-2014,6045,Mendocino County,CALIFORNIA,0,2.61136712749616,-33.333333333333336,0,0,-22.781774580335732,0,0,16.436363636363637
2012-2014,6047,Merced County,CALIFORNIA,1,3.6741214057507987,0,0,0,35.794542536115564,0,0,18.229166666666668
2012-2014,6049,Modoc County,CALIFORNIA,0,-7.162534435261708,-60,-1,0,-60.526315789473685,0,0,-13.543091655266759
2012-2014,6051,Mono County,CALIFORNIA,0,7.7079107505071,-33.333333333333336,1,0,-38.14713896457766,0,-1,-28.405797101449274
2012-2014,6053,Monterey County,CALIFORNIA,1,4.597701149425288,-20,-1,0,-21.97092084006462,1,-2,29.642857142857142
2012-2014,6055,Napa County,CALIFORNIA,1,2.338129496402878,-33.333333333333336,-1,0,-32.327044025157235,0,-3,-15.878575598365442
2012-2014,6057,Nevada County,CALIFORNIA,0,-6.082289803220036,0,-1,-1,12.09016393442623,0,0,4.184884447220487
2012-2014,6059,Orange County,CALIFORNIA,1,0.4065040650406504,-20,-1,0,-21.487603305785125,0,0,26.434782608695652
2012-2014,6061,Placer County,CALIFORNIA,1,-2.7613412228796843,-16.666666666666668,0,0,-17.625899280575542,1,-1,-10.158311345646437
2012-2014,6063,Plumas County,CALIFORNIA,0,5.389221556886228,-25,0,1,-24.311926605504585,1,1,5.4911059551430785
2012-2014,6065,Riverside County,CALIFORNIA,1,-6.747404844290657,-28.57142857142857,-1,0,-18.181818181818183,0,1,11.493461803165864
2012-2014,6067,Sacramento County,CALIFORNIA,1,2.4630541871921183,0,0,0,-17.632552404438965,0,0,-10.832811521603006
2012-2014,6069,San Benito County,CALIFORNIA,1,8.0078125,-42.857142857142854,0,0,-36.21621621621622,0,0,-4.086021505376344
2012-2014,6071,San Bernardino County,CALIFORNIA,1,-10.533910533910534,-16.666666666666668,-1,0,-10.697230181470868,1,1,-18.55855855855856
2012-2014,6073,San Diego County,CALIFORNIA,1,-6.654343807763401,-20,-1,0,-8.047945205479452,0,-1,4.135593220338983
2012-2014,6075,San Francisco County,CALIFORNIA,1,-1.1456628477905073,0,0,0,-16.27906976744186,0,-1,-14.87111698612029
2012-2014,6077,San Joaquin County,CALIFORNIA,1,0.6116207951070336,-25,0,0,-29.096045197740114,0,0,-6.972361809045226
